Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100881,Female,Yes,0,Not Graduate,No,11894,7636.03,175.0,240,1.0,Urban,Y
LP100882,Male,Yes,1,Graduate,No,5249,9925.98,498.5,180,1.0,Rural,N
LP100883,Female,Yes,0,Graduate,Yes,12853,6590.35,452.0,120,0.0,Rural,N
LP100884,Female,No,1,Graduate,No,15509,504.56,281.0,300,1.0,Rural,Y
LP100885,Male,Yes,0,Graduate,No,22337,1045.63,421.4,240,1.0,Semiurban,N
LP100886,Male,No,2,Graduate,Yes,12937,8810.04,417.1,360,1.0,Semiurban,N
LP100887,Female,No,2,Graduate,Yes,6836,5274.96,470.7,300,1.0,Rural,N
LP100888,Female,Yes,2,Not Graduate,Yes,6051,8248.37,428.4,120,1.0,Rural,N
LP100889,Male,Yes,2,Not Graduate,Yes,4323,8566.12,339.7,300,1.0,Semiurban,N
LP100890,Male,No,1,Not Graduate,Yes,23612,9276.75,324.2,360,1.0,Semiurban,N
LP100891,Male,Yes,1,Not Graduate,No,14416,9498.29,260.3,300,1.0,Rural,Y
LP100892,Male,No,3+,Graduate,Yes,16667,5548.26,331.9,120,1.0,Semiurban,N
LP100893,Male,Yes,0,Not Graduate,No,10177,3410.2,407.8,360,1.0,Urban,N
LP100894,Female,Yes,2,Not Graduate,No,16368,9618.65,486.1,360,0.0,Rural,N
LP100895,Female,Yes,1,Not Graduate,Yes,9891,5474.06,260.3,300,1.0,Rural,Y
LP100896,Female,No,0,Graduate,No,14158,642.53,308.1,360,1.0,Semiurban,N
LP100897,Female,Yes,0,Not Graduate,No,19866,6427.77,250.2,300,1.0,Urban,Y
LP100898,Male,No,1,Graduate,Yes,24880,5876.85,350.8,240,1.0,Semiurban,N
LP100899,Male,No,2,Not Graduate,No,11163,8957.93,333.5,360,0.0,Urban,N
LP100900,Male,No,3+,Graduate,No,3811,6531.87,58.0,300,1.0,Urban,Y
LP100901,Female,No,0,Graduate,No,8725,3490.52,293.5,240,1.0,Rural,Y
LP100902,Female,Yes,3+,Not Graduate,Yes,13065,9662.26,89.8,360,1.0,Urban,Y
LP100903,Male,No,2,Graduate,Yes,11770,8016.19,61.9,240,1.0,Rural,Y
LP100904,Male,No,2,Graduate,Yes,15060,6304.18,406.0,360,1.0,Urban,N
LP100905,Female,Yes,3+,Not Graduate,No,18488,2929.25,166.4,120,1.0,Rural,Y
LP100906,Female,No,2,Not Graduate,Yes,17465,3735.4,203.3,120,1.0,Urban,Y
LP100907,Male,Yes,0,Not Graduate,No,7285,6699.7,78.8,300,1.0,Semiurban,Y
LP100908,Male,No,3+,Graduate,Yes,22481,719.81,130.8,180,1.0,Urban,Y
LP100909,Female,Yes,2,Graduate,No,13567,2566.81,394.5,120,1.0,Semiurban,N
LP100910,Male,No,3+,Graduate,Yes,10240,7139.01,272.1,180,1.0,Urban,Y
LP100911,Male,Yes,0,Not Graduate,Yes,15153,4800.19,446.3,240,1.0,Urban,N
LP100912,Male,No,2,Graduate,No,18722,4023.94,228.8,240,1.0,Rural,Y
LP100913,Female,No,0,Graduate,Yes,5315,1514.58,170.9,180,1.0,Urban,Y
LP100914,Female,Yes,2,Graduate,No,18731,4418.49,206.4,300,1.0,Urban,Y
LP100915,Female,Yes,1,Graduate,Yes,6209,7706.92,370.7,360,1.0,Urban,N
LP100916,Female,Yes,2,Graduate,Yes,6007,2640.13,299.8,180,1.0,Semiurban,Y
LP100917,Female,Yes,3+,Graduate,No,8075,53.99,456.9,180,1.0,Rural,N
LP100918,Female,No,2,Graduate,No,6273,6685.05,321.0,180,0.0,Rural,N
LP100919,Female,No,0,Not Graduate,No,13946,9726.27,271.9,180,0.0,Urban,N
LP100920,Male,Yes,0,Not Graduate,Yes,22352,6068.27,403.6,180,1.0,Urban,N
LP100921,Male,No,2,Not Graduate,No,11964,1199.22,476.4,300,1.0,Semiurban,N
LP100922,Male,Yes,3+,Graduate,Yes,17364,3207.33,210.1,120,1.0,Urban,Y
LP100923,Male,Yes,1,Graduate,No,23076,8676.42,162.4,360,0.0,Rural,N
LP100924,Male,No,3+,Not Graduate,No,4820,2325.68,327.3,120,1.0,Rural,N
LP100925,Male,No,1,Graduate,No,12250,6076.96,274.5,180,1.0,Semiurban,Y
LP100926,Male,No,0,Not Graduate,No,6198,4026.71,495.1,120,1.0,Semiurban,N
LP100927,Female,No,3+,Graduate,No,22195,2078.44,258.1,300,1.0,Rural,Y
LP100928,Female,No,1,Graduate,No,21557,8134.07,83.4,240,1.0,Semiurban,Y
LP100929,Male,No,2,Not Graduate,Yes,19448,7428.31,489.8,120,1.0,Urban,N
LP100930,Male,No,0,Not Graduate,No,19724,6615.91,429.6,360,0.0,Urban,N
LP100931,Female,Yes,2,Not Graduate,Yes,7558,2363.37,130.2,300,1.0,Semiurban,Y
LP100932,Male,Yes,0,Not Graduate,No,2226,978.57,457.1,240,1.0,Rural,N
LP100933,Male,Yes,3+,Not Graduate,No,8197,5761.59,203.3,300,1.0,Semiurban,Y
LP100934,Female,Yes,3+,Graduate,No,13410,5536.78,219.7,180,1.0,Rural,Y
LP100935,Male,Yes,0,Graduate,Yes,10757,1883.85,457.9,240,1.0,Semiurban,N
LP100936,Female,No,0,Graduate,Yes,14463,562.47,288.6,360,1.0,Semiurban,Y
LP100937,Male,Yes,0,Not Graduate,No,18166,807.08,112.0,240,1.0,Semiurban,Y
LP100938,Female,Yes,3+,Not Graduate,Yes,2581,9927.71,216.1,360,1.0,Urban,N
LP100939,Female,Yes,1,Not Graduate,No,21769,7835.84,374.9,180,1.0,Urban,N
LP100940,Female,Yes,2,Not Graduate,No,20765,9219.87,128.4,360,1.0,Rural,Y
LP100941,Male,Yes,2,Not Graduate,Yes,12276,1950.55,315.6,300,0.0,Semiurban,N
LP100942,Female,Yes,3+,Not Graduate,Yes,15696,9605.69,362.9,120,0.0,Urban,N
LP100943,Male,Yes,2,Graduate,Yes,20854,1426.54,204.7,300,1.0,Semiurban,Y
LP100944,Male,No,0,Graduate,Yes,10844,5090.82,362.2,300,0.0,Rural,N
LP100945,Male,No,1,Graduate,No,17458,8296.96,447.9,240,0.0,Urban,N
LP100946,Male,Yes,2,Graduate,Yes,24869,3498.03,262.5,180,1.0,Rural,Y
LP100947,Female,No,1,Graduate,Yes,13189,4248.29,222.3,120,1.0,Urban,Y
LP100948,Female,No,0,Not Graduate,No,18831,1281.85,163.0,360,1.0,Semiurban,Y
LP100949,Male,No,2,Not Graduate,Yes,6260,1229.22,321.9,240,1.0,Rural,N
LP100950,Male,No,3+,Not Graduate,Yes,14936,6195.68,445.9,180,1.0,Urban,N
LP100951,Female,Yes,1,Not Graduate,Yes,1566,6755.32,196.1,120,1.0,Urban,N
LP100952,Male,No,0,Not Graduate,Yes,2064,7773.33,228.3,300,1.0,Semiurban,N
LP100953,Female,No,1,Not Graduate,No,14893,5566.82,233.0,180,1.0,Rural,Y
LP100954,Male,No,2,Graduate,No,5170,6457.59,302.4,180,1.0,Rural,N
LP100955,Male,Yes,2,Not Graduate,Yes,3751,135.17,152.8,180,1.0,Rural,Y
LP100956,Female,Yes,3+,Not Graduate,Yes,14449,1621.71,420.0,300,1.0,Semiurban,N
LP100957,Male,Yes,0,Not Graduate,No,2304,9849.15,183.0,360,0.0,Urban,N
LP100958,Female,Yes,0,Not Graduate,Yes,22515,759.94,367.4,240,0.0,Urban,N
LP100959,Male,Yes,3+,Graduate,Yes,11083,6787.88,280.9,360,0.0,Rural,N
LP100960,Male,Yes,3+,Graduate,Yes,19119,1760.83,313.7,120,1.0,Urban,N
LP100961,Male,Yes,0,Not Graduate,Yes,24604,7167.19,130.8,240,0.0,Rural,N
LP100962,Female,No,1,Graduate,Yes,13724,7059.9,380.8,120,1.0,Semiurban,N
LP100963,Male,No,1,Graduate,Yes,24790,2341.99,134.9,300,0.0,Semiurban,N
LP100964,Male,No,3+,Not Graduate,Yes,7516,2696.34,101.1,360,1.0,Semiurban,Y
LP100965,Male,Yes,1,Not Graduate,Yes,14536,6547.71,296.0,180,1.0,Rural,Y
LP100966,Male,Yes,0,Not Graduate,Yes,21433,3900.86,369.2,240,1.0,Urban,N
LP100967,Female,Yes,2,Not Graduate,No,13892,1945.48,72.5,180,1.0,Semiurban,Y
LP100968,Female,Yes,2,Not Graduate,No,9438,7316.8,81.2,120,0.0,Rural,N
LP100969,Male,Yes,1,Graduate,No,5641,1541.48,411.2,180,1.0,Rural,N
LP100970,Female,No,3+,Not Graduate,Yes,24850,8556.44,414.1,180,0.0,Semiurban,N
LP100971,Male,No,3+,Not Graduate,Yes,11046,5146.7,160.4,300,1.0,Semiurban,Y
LP100972,Male,Yes,3+,Not Graduate,No,6835,1057.01,326.9,300,1.0,Semiurban,N
LP100973,Male,Yes,3+,Graduate,Yes,6577,6940.72,249.4,360,0.0,Urban,N
LP100974,Female,Yes,3+,Not Graduate,No,14747,5191.63,334.7,120,0.0,Urban,N
LP100975,Female,Yes,1,Not Graduate,Yes,7111,2980.58,438.3,300,1.0,Rural,N
LP100976,Female,No,2,Not Graduate,No,9589,4225.39,85.9,300,1.0,Semiurban,Y
LP100977,Female,Yes,2,Graduate,No,4392,2983.38,400.1,360,1.0,Semiurban,N
LP100978,Female,Yes,1,Not Graduate,No,7077,2630.26,271.9,240,1.0,Urban,Y
LP100979,Female,Yes,3+,Not Graduate,Yes,21502,1636.08,303.9,360,1.0,Semiurban,N
LP100980,Female,Yes,1,Not Graduate,No,19443,3627.67,344.3,180,0.0,Rural,N
LP100981,Female,No,2,Graduate,Yes,8183,2509.87,465.2,180,1.0,Semiurban,N
LP100982,Female,Yes,0,Not Graduate,Yes,3007,6834.34,75.5,300,0.0,Urban,N
LP100983,Male,Yes,1,Not Graduate,Yes,17835,6838.77,63.3,300,1.0,Rural,Y
LP100984,Female,No,3+,Not Graduate,Yes,3563,5018.4,130.2,360,1.0,Rural,Y
LP100985,Female,No,2,Graduate,Yes,21526,7779.45,493.9,360,0.0,Semiurban,N
LP100986,Female,No,2,Not Graduate,Yes,3500,8413.4,371.8,120,1.0,Rural,N
LP100987,Female,Yes,2,Not Graduate,Yes,17066,5797.66,326.6,180,1.0,Semiurban,N
LP100988,Female,Yes,2,Not Graduate,No,2794,6189.35,71.2,360,1.0,Semiurban,N
LP100989,Female,No,3+,Graduate,No,16596,2828.86,445.6,240,0.0,Urban,N
LP100990,Female,No,0,Graduate,No,5565,8948.69,415.7,120,0.0,Rural,N
LP100991,Female,No,2,Not Graduate,Yes,15590,242.06,349.2,360,1.0,Semiurban,N
LP100992,Female,No,1,Graduate,Yes,19487,3486.02,202.6,300,1.0,Semiurban,Y
LP100993,Female,No,0,Graduate,Yes,19206,7218.0,81.7,360,1.0,Semiurban,Y
LP100994,Female,No,2,Graduate,Yes,23840,800.9,311.0,300,0.0,Rural,N
LP100995,Male,Yes,0,Not Graduate,No,20325,1831.7,373.9,300,1.0,Rural,N
LP100996,Male,Yes,1,Not Graduate,Yes,18982,5892.86,92.4,180,1.0,Rural,Y
LP100997,Female,Yes,2,Graduate,No,22957,5599.94,335.2,180,1.0,Semiurban,N
LP100998,Female,No,1,Graduate,Yes,10818,7389.28,178.9,360,1.0,Rural,Y
LP100999,Male,No,3+,Graduate,No,9988,8126.13,393.9,360,1.0,Semiurban,N
LP101000,Female,No,2,Not Graduate,Yes,12741,1285.8,292.8,240,1.0,Rural,Y
LP101001,Male,No,2,Not Graduate,No,11917,183.81,108.1,120,1.0,Rural,Y
LP101002,Male,No,2,Graduate,Yes,17074,6896.39,286.9,120,1.0,Semiurban,Y
LP101003,Male,No,2,Graduate,No,16802,3013.92,228.1,360,1.0,Rural,Y
LP101004,Male,Yes,3+,Graduate,Yes,16150,6259.84,131.2,180,1.0,Semiurban,Y
LP101005,Male,Yes,2,Graduate,No,14850,1505.45,428.7,240,1.0,Rural,N
LP101006,Female,No,0,Not Graduate,No,21671,4690.4,55.0,120,0.0,Rural,N
LP101007,Male,Yes,2,Graduate,Yes,3596,5044.25,190.5,360,0.0,Rural,N
LP101008,Female,No,3+,Not Graduate,No,13301,5850.78,55.7,180,1.0,Rural,Y
LP101009,Female,Yes,2,Graduate,Yes,20092,5131.7,93.2,180,0.0,Urban,N
LP101010,Male,No,0,Graduate,Yes,23872,4956.91,183.7,180,1.0,Semiurban,Y
LP101011,Male,No,3+,Graduate,Yes,18059,3327.34,74.4,300,1.0,Urban,Y
LP101012,Female,Yes,3+,Graduate,No,8669,711.8,318.5,180,1.0,Rural,N
LP101013,Male,Yes,0,Graduate,No,14788,895.2,89.1,360,1.0,Rural,Y
LP101014,Male,No,0,Not Graduate,Yes,23898,4337.78,365.8,240,0.0,Semiurban,N
LP101015,Female,No,0,Graduate,Yes,12194,3557.93,73.7,360,0.0,Semiurban,N
LP101016,Female,Yes,0,Graduate,No,13691,5161.35,76.7,180,1.0,Semiurban,Y
LP101017,Male,Yes,0,Graduate,No,19551,3048.38,187.4,240,1.0,Semiurban,Y
LP101018,Female,No,3+,Not Graduate,No,12237,6879.1,453.5,120,1.0,Rural,N
LP101019,Male,Yes,3+,Not Graduate,Yes,19707,8639.55,338.6,120,1.0,Semiurban,N
LP101020,Male,No,2,Not Graduate,Yes,6647,2988.63,396.6,360,1.0,Urban,N
LP101021,Male,No,2,Not Graduate,Yes,19240,1929.84,113.7,240,1.0,Semiurban,Y
LP101022,Female,No,1,Graduate,Yes,20956,1161.81,425.4,360,1.0,Semiurban,N
LP101023,Female,No,2,Graduate,Yes,21143,6162.54,53.7,240,1.0,Urban,Y
LP101024,Female,Yes,2,Graduate,No,7699,4438.56,145.9,240,1.0,Urban,Y
LP101025,Female,Yes,0,Not Graduate,Yes,2046,1880.16,327.2,360,1.0,Urban,N
LP101026,Female,Yes,0,Graduate,No,6731,6531.37,218.9,240,1.0,Urban,Y
LP101027,Male,Yes,2,Graduate,No,9465,1484.83,492.9,180,0.0,Semiurban,N
LP101028,Male,Yes,1,Not Graduate,Yes,19967,5543.01,63.7,240,1.0,Urban,Y
LP101029,Male,Yes,0,Not Graduate,No,3540,5271.48,499.4,240,1.0,Rural,N
LP101030,Male,Yes,2,Not Graduate,Yes,22418,7342.28,330.6,360,1.0,Semiurban,N
LP101031,Female,No,2,Graduate,No,3252,551.1,301.4,120,1.0,Rural,N
LP101032,Male,Yes,3+,Graduate,Yes,3349,8878.73,76.8,300,1.0,Semiurban,Y
LP101033,Female,Yes,1,Not Graduate,Yes,4142,7029.92,173.0,240,1.0,Semiurban,Y
LP101034,Male,No,3+,Graduate,No,3100,2161.26,466.1,300,1.0,Rural,N
LP101035,Female,Yes,1,Not Graduate,Yes,15451,1834.05,209.4,240,0.0,Urban,N
LP101036,Female,Yes,0,Not Graduate,No,22286,4316.6,347.7,360,1.0,Urban,N
LP101037,Male,No,1,Graduate,Yes,13297,8175.65,499.8,360,1.0,Rural,N
LP101038,Male,Yes,2,Not Graduate,Yes,21683,8429.5,168.4,240,0.0,Urban,N
LP101039,Male,Yes,2,Not Graduate,Yes,18502,5204.56,309.2,360,1.0,Semiurban,N
LP101040,Male,Yes,1,Not Graduate,No,2632,8608.11,363.4,360,1.0,Semiurban,N
LP101041,Female,No,1,Graduate,No,6991,54.44,124.1,240,1.0,Semiurban,Y
LP101042,Male,Yes,1,Not Graduate,Yes,7295,351.75,116.9,120,1.0,Urban,Y
LP101043,Male,Yes,3+,Not Graduate,No,12031,9118.22,255.3,240,0.0,Urban,N
LP101044,Female,No,1,Not Graduate,Yes,12431,7753.32,223.6,120,1.0,Rural,Y
LP101045,Male,Yes,0,Not Graduate,No,9133,4507.06,371.4,360,1.0,Semiurban,N
LP101046,Male,No,3+,Not Graduate,No,19371,7536.1,81.3,120,1.0,Rural,Y
LP101047,Male,No,3+,Not Graduate,Yes,6509,9556.39,487.5,360,1.0,Urban,N
LP101048,Male,Yes,1,Not Graduate,Yes,3613,7720.9,56.4,120,1.0,Rural,Y
LP101049,Male,No,0,Graduate,Yes,2544,8423.71,320.6,120,1.0,Urban,N
LP101050,Female,No,3+,Graduate,Yes,15423,7606.07,303.2,240,1.0,Semiurban,N
LP101051,Male,Yes,2,Not Graduate,Yes,3931,1682.11,110.6,120,1.0,Semiurban,Y
LP101052,Male,No,3+,Graduate,No,15426,8335.74,117.9,360,1.0,Urban,Y
LP101053,Male,No,1,Graduate,No,3082,1951.09,406.7,240,0.0,Urban,N
LP101054,Male,Yes,0,Not Graduate,Yes,15874,8926.11,449.4,120,1.0,Urban,N
LP101055,Male,Yes,1,Graduate,Yes,2808,4586.5,177.4,240,1.0,Semiurban,N
LP101056,Female,Yes,2,Not Graduate,Yes,22801,6769.77,247.1,300,1.0,Urban,Y
LP101057,Male,No,2,Not Graduate,No,10293,4972.41,209.7,240,1.0,Semiurban,Y
LP101058,Female,Yes,2,Not Graduate,Yes,3120,939.91,82.6,300,1.0,Rural,Y
LP101059,Female,No,1,Not Graduate,Yes,6266,2907.22,352.9,300,1.0,Semiurban,N
LP101060,Male,No,3+,Not Graduate,No,23246,9837.32,421.3,240,1.0,Rural,N
LP101061,Male,No,1,Graduate,No,6692,9607.15,187.2,360,1.0,Semiurban,Y
LP101062,Male,No,0,Not Graduate,No,8122,3204.87,495.6,360,0.0,Semiurban,N
LP101063,Male,No,3+,Graduate,No,7593,9962.97,84.1,360,1.0,Urban,Y
LP101064,Female,No,2,Not Graduate,Yes,24588,8455.51,347.8,180,1.0,Semiurban,N
LP101065,Male,No,1,Not Graduate,No,17984,6109.59,251.7,300,1.0,Urban,Y
LP101066,Male,Yes,2,Not Graduate,No,24541,401.25,251.0,240,0.0,Urban,N
LP101067,Male,Yes,2,Graduate,Yes,23759,9014.47,255.9,360,1.0,Urban,Y
LP101068,Male,No,0,Not Graduate,Yes,22155,5574.29,166.4,360,1.0,Semiurban,Y
LP101069,Male,No,3+,Not Graduate,Yes,1737,8684.76,372.0,240,1.0,Urban,N
LP101070,Male,Yes,0,Not Graduate,No,23102,8344.29,374.7,300,1.0,Rural,N
LP101071,Female,No,0,Not Graduate,Yes,21909,8330.06,177.1,240,0.0,Rural,N
LP101072,Female,Yes,0,Graduate,No,12610,6981.74,425.9,180,1.0,Semiurban,N
LP101073,Male,Yes,2,Not Graduate,No,7573,2914.15,192.6,180,0.0,Urban,N
LP101074,Male,Yes,0,Graduate,No,4042,3361.6,376.3,240,0.0,Rural,N
LP101075,Male,No,0,Not Graduate,Yes,16782,3084.69,104.4,300,1.0,Semiurban,Y
LP101076,Female,No,3+,Graduate,No,11695,200.46,125.9,360,1.0,Semiurban,Y
LP101077,Male,Yes,3+,Graduate,Yes,3037,5825.69,192.1,180,0.0,Semiurban,N
LP101078,Female,Yes,0,Not Graduate,Yes,18638,6988.34,317.2,180,0.0,Semiurban,N
LP101079,Male,Yes,3+,Not Graduate,Yes,13060,8538.66,340.5,300,1.0,Semiurban,N
LP101080,Male,Yes,3+,Graduate,No,14934,1401.65,228.4,180,1.0,Urban,Y
LP101081,Male,Yes,0,Not Graduate,No,8896,5441.83,85.0,180,1.0,Urban,Y
LP101082,Male,No,2,Not Graduate,No,23391,80.08,218.1,300,1.0,Urban,Y
LP101083,Female,Yes,0,Not Graduate,Yes,22119,950.94,359.9,240,1.0,Urban,N
LP101084,Female,No,3+,Graduate,No,18424,542.12,351.9,360,1.0,Semiurban,N
LP101085,Male,Yes,2,Not Graduate,No,23394,7254.78,122.1,360,1.0,Semiurban,Y
LP101086,Male,No,1,Not Graduate,No,6631,810.6,53.5,180,1.0,Rural,Y
LP101087,Female,No,2,Not Graduate,No,10197,7164.53,388.8,360,1.0,Rural,N
LP101088,Female,No,3+,Graduate,No,19013,2496.25,97.9,240,1.0,Urban,Y
LP101089,Female,No,2,Not Graduate,Yes,11771,8777.13,87.1,180,1.0,Semiurban,Y
LP101090,Female,No,0,Graduate,Yes,4645,8131.5,51.2,360,0.0,Rural,N
LP101091,Male,No,1,Not Graduate,Yes,14600,9578.3,244.7,120,1.0,Rural,Y
LP101092,Female,Yes,1,Graduate,Yes,21604,8837.62,276.5,120,1.0,Rural,Y
LP101093,Male,No,1,Not Graduate,No,5567,9333.29,336.9,120,0.0,Rural,N
LP101094,Female,Yes,3+,Not Graduate,Yes,5695,8587.42,183.2,120,1.0,Urban,Y
LP101095,Female,No,3+,Graduate,No,10744,6933.82,369.7,120,1.0,Semiurban,N
LP101096,Female,No,1,Graduate,Yes,8781,1702.59,126.2,180,1.0,Urban,Y
LP101097,Female,Yes,2,Graduate,Yes,4009,2717.08,424.4,300,1.0,Rural,N
LP101098,Female,No,1,Not Graduate,Yes,22900,2127.27,307.3,300,1.0,Rural,N
LP101099,Male,Yes,2,Not Graduate,No,17002,6035.86,312.8,180,1.0,Semiurban,N
LP101100,Male,Yes,2,Not Graduate,No,8033,5036.2,144.4,180,1.0,Semiurban,Y
LP101101,Female,Yes,3+,Not Graduate,Yes,22611,8670.8,83.3,240,1.0,Urban,Y
LP101102,Female,Yes,2,Graduate,No,18565,9526.73,259.1,300,0.0,Semiurban,N
LP101103,Male,No,1,Not Graduate,Yes,16170,4048.6,327.0,120,0.0,Urban,N
LP101104,Female,No,3+,Not Graduate,Yes,5432,5063.51,92.8,180,1.0,Urban,Y
LP101105,Female,Yes,0,Not Graduate,Yes,16095,9715.16,477.7,120,0.0,Rural,N
LP101106,Male,No,0,Not Graduate,No,14541,2762.39,491.2,300,0.0,Urban,N
LP101107,Female,No,3+,Not Graduate,Yes,7060,7923.91,295.5,360,0.0,Rural,N
LP101108,Female,Yes,1,Not Graduate,Yes,5516,2252.4,477.5,360,1.0,Urban,N
LP101109,Male,No,0,Not Graduate,Yes,2219,6814.6,130.8,180,1.0,Urban,N
LP101110,Male,Yes,0,Graduate,No,1574,2536.16,61.4,240,1.0,Semiurban,N
LP101111,Male,Yes,2,Not Graduate,Yes,22041,8837.33,67.7,120,1.0,Semiurban,Y
LP101112,Female,No,2,Not Graduate,No,14661,5614.78,314.4,180,0.0,Rural,N
LP101113,Male,No,1,Not Graduate,Yes,3649,1859.34,77.7,240,1.0,Semiurban,Y
LP101114,Male,No,3+,Not Graduate,No,15533,2243.69,481.3,120,1.0,Urban,N
LP101115,Male,Yes,1,Graduate,Yes,24597,4938.49,113.9,300,1.0,Rural,Y
LP101116,Male,Yes,3+,Graduate,Yes,5707,9616.02,187.1,360,1.0,Rural,Y
LP101117,Male,No,0,Graduate,No,16543,7696.42,420.1,240,1.0,Rural,N
LP101118,Male,No,2,Graduate,No,10578,4883.1,148.4,120,0.0,Urban,N
LP101119,Female,No,1,Graduate,Yes,13225,3377.19,159.3,180,1.0,Semiurban,Y
LP101120,Female,No,1,Graduate,No,5436,5492.68,339.0,120,0.0,Rural,N
LP101121,Male,Yes,3+,Not Graduate,Yes,10807,7483.61,174.2,180,1.0,Urban,Y
LP101122,Male,No,3+,Graduate,Yes,18959,7839.29,147.9,360,1.0,Semiurban,Y
LP101123,Male,Yes,1,Graduate,Yes,21760,3246.09,164.4,360,1.0,Semiurban,Y
LP101124,Female,Yes,3+,Not Graduate,No,6115,7211.59,270.8,120,0.0,Rural,N
LP101125,Female,No,1,Graduate,Yes,8765,6577.89,484.7,120,0.0,Urban,N
LP101126,Female,No,1,Not Graduate,No,24263,9591.12,424.5,180,1.0,Semiurban,N
LP101127,Female,No,1,Not Graduate,Yes,11616,9310.9,178.1,180,1.0,Urban,Y
LP101128,Female,Yes,0,Graduate,No,17233,7893.79,213.5,240,1.0,Semiurban,Y
LP101129,Female,No,3+,Not Graduate,No,15392,7233.95,259.0,240,1.0,Rural,Y
LP101130,Female,No,2,Graduate,Yes,6152,2740.42,490.5,240,1.0,Rural,N
LP101131,Female,Yes,2,Graduate,No,24676,8459.65,127.6,120,1.0,Semiurban,Y
LP101132,Female,No,3+,Not Graduate,Yes,11973,4275.06,210.9,240,0.0,Urban,N
LP101133,Male,Yes,1,Not Graduate,Yes,10747,2722.41,378.2,120,0.0,Semiurban,N
LP101134,Male,No,2,Graduate,Yes,22558,3841.61,483.8,360,1.0,Urban,N
LP101135,Male,Yes,2,Not Graduate,Yes,18425,8359.35,120.1,300,1.0,Semiurban,Y
LP101136,Male,No,3+,Not Graduate,Yes,3661,1486.33,152.3,360,0.0,Rural,N
LP101137,Female,No,2,Graduate,No,20135,4561.59,151.6,120,0.0,Urban,N
LP101138,Female,Yes,1,Graduate,Yes,22453,4923.58,59.4,120,0.0,Rural,N
LP101139,Male,Yes,3+,Not Graduate,No,20628,366.3,321.9,300,1.0,Urban,N
LP101140,Female,No,1,Graduate,No,16088,1957.46,351.8,180,0.0,Semiurban,N
LP101141,Male,Yes,2,Graduate,Yes,13561,8267.42,321.1,180,1.0,Rural,N
LP101142,Female,Yes,2,Graduate,No,7541,8307.67,82.1,180,1.0,Rural,Y
LP101143,Male,Yes,1,Graduate,Yes,14173,2924.15,81.2,240,1.0,Urban,Y
LP101144,Female,Yes,0,Graduate,No,22559,8748.97,144.7,180,0.0,Urban,N
LP101145,Female,No,2,Graduate,No,3060,7717.83,180.6,240,1.0,Urban,Y
LP101146,Male,No,0,Graduate,No,13454,4179.07,403.9,240,0.0,Rural,N
LP101147,Female,Yes,2,Not Graduate,Yes,19048,7484.06,121.7,180,1.0,Semiurban,Y
LP101148,Male,Yes,0,Graduate,No,16578,9613.35,69.8,180,0.0,Urban,N
LP101149,Male,Yes,0,Not Graduate,Yes,6919,4589.7,227.3,300,1.0,Semiurban,Y
LP101150,Male,Yes,0,Not Graduate,No,4222,2384.27,237.4,300,1.0,Urban,Y
LP101151,Male,No,1,Not Graduate,No,12050,9418.17,252.9,240,1.0,Semiurban,Y
LP101152,Female,No,0,Graduate,No,18354,6037.44,422.1,300,1.0,Urban,N
LP101153,Female,Yes,0,Graduate,No,2968,1052.65,94.1,240,1.0,Semiurban,N
LP101154,Female,Yes,0,Not Graduate,Yes,2308,5726.83,366.8,120,1.0,Rural,N
LP101155,Male,Yes,2,Graduate,Yes,8219,5005.81,202.1,240,1.0,Urban,Y
LP101156,Female,No,0,Not Graduate,No,17863,8555.89,189.5,240,1.0,Urban,Y
LP101157,Male,Yes,2,Graduate,No,12091,5306.95,469.6,300,1.0,Rural,N
LP101158,Female,No,0,Graduate,Yes,6573,2552.32,161.8,120,1.0,Urban,Y
LP101159,Female,Yes,0,Not Graduate,Yes,9512,6756.44,339.1,360,1.0,Urban,N
LP101160,Female,No,1,Not Graduate,Yes,19529,5425.75,173.8,360,1.0,Rural,Y
LP101161,Male,Yes,2,Not Graduate,Yes,15392,2330.45,278.2,360,0.0,Rural,N
LP101162,Female,No,0,Graduate,No,9749,5736.28,403.8,120,0.0,Semiurban,N
LP101163,Female,Yes,2,Not Graduate,No,19013,8215.36,446.8,180,0.0,Rural,N
LP101164,Male,Yes,2,Graduate,Yes,16647,285.71,427.4,120,0.0,Rural,N
LP101165,Female,Yes,3+,Graduate,Yes,19237,6308.51,312.0,300,1.0,Urban,N
LP101166,Male,No,1,Graduate,Yes,2267,3495.85,162.0,240,1.0,Rural,N
LP101167,Female,Yes,1,Not Graduate,Yes,5395,2926.71,347.6,240,1.0,Urban,N
LP101168,Male,No,1,Not Graduate,Yes,21338,3925.88,369.5,300,1.0,Rural,N
LP101169,Male,No,3+,Not Graduate,Yes,11700,3420.23,54.8,300,1.0,Rural,Y
LP101170,Female,Yes,3+,Graduate,No,8829,8322.39,247.6,240,1.0,Semiurban,Y
LP101171,Male,Yes,1,Graduate,No,16832,2747.98,429.5,180,1.0,Rural,N
LP101172,Male,Yes,3+,Not Graduate,No,16121,7331.53,270.3,180,1.0,Rural,Y
LP101173,Male,No,3+,Graduate,Yes,12834,940.6,190.1,180,0.0,Urban,N
